Source File,Original Word,AI Corrected Word,Change Type
004_02_0.hocr,ftri,strict,REPLACED
004_02_0.hocr,&,,REPLACED
004_02_0.hocr,t,,REPLACED
004_02_0.hocr,pofed,posed,REPLACED
004_02_0.hocr,Philofophy,Philosophy,REPLACED
004_02_0.hocr,Yomewhere,somewhere,REPLACED
004_02_0.hocr,modeft,modest,REPLACED
004_02_0.hocr,poft,post,REPLACED
004_02_0.hocr,feem,seem,REPLACED
004_02_0.hocr,tranferred,transferred,REPLACED
004_02_0.hocr,the,"the
      }",REPLACED
004_02_0.hocr,bonor,honor,REPLACED
004_02_0.hocr,Pope,Pope-,REPLACED
004_02_0.hocr,ifts,,DELETED
004_02_0.hocr,rife,rise,REPLACED
004_02_0.hocr,ferve,serve,REPLACED
004_02_0.hocr,Coun,Coun-,REPLACED
004_02_0.hocr,difobediance,disobediance,REPLACED
004_02_0.hocr,fplendid,splendid,REPLACED
004_02_0.hocr,truft,trust,REPLACED
004_02_0.hocr,fame,same,REPLACED
004_02_0.hocr,flood,stood,REPLACED
004_02_0.hocr,1,T,REPLACED
004_02_0.hocr,Fletinghoff,Vietinghoff,REPLACED
004_02_0.hocr,fepa-,sepa-,REPLACED
004_02_0.hocr,teftimony,testimony,REPLACED
004_02_0.hocr,fentiments,sentiments,REPLACED
004_02_0.hocr,feen,seen,REPLACED
004_02_0.hocr,lefs,less,REPLACED
004_02_0.hocr,fame,same,REPLACED
004_02_0.hocr,fee,see,REPLACED
004_02_0.hocr,whole,whose,REPLACED
004_02_0.hocr,efteem,esteem,REPLACED
004_02_0.hocr,Meis,Mois,REPLACED
004_02_0.hocr,We,elle,REPLACED
004_02_0.hocr,fuivante,suivante,REPLACED
004_02_0.hocr,prifes,prises,REPLACED
004_02_0.hocr,faifant,faisant,REPLACED
004_02_0.hocr,diftinction,distinction,REPLACED
004_02_0.hocr,diftinctions,distinctions,REPLACED
004_02_0.hocr,so,20,REPLACED
004_02_0.hocr,etag,et,REPLACED
004_02_0.hocr,,29,REPLACED
004_02_0.hocr,Maj,,DELETED
004_02_0.hocr,tte,,DELETED
004_02_0.hocr,doure,doute,REPLACED
004_02_0.hocr,favoir,savoir,REPLACED
004_02_0.hocr,tou,tous,REPLACED
004_02_0.hocr,préfen,se,REPLACED
004_02_0.hocr,reront,teront,REPLACED
004_02_0.hocr,ferment,serment,REPLACED
004_02_0.hocr,refuferont,refuseront,REPLACED
004_02_0.hocr,prêters,prêter,REPLACED
004_02_0.hocr,renonci,renonci-,REPLACED
004_02_0.hocr,,connexion,INSERTED
004_02_0.hocr,Nailfance,Naissance,REPLACED
004_02_0.hocr,polf,polit-,REPLACED
004_02_0.hocr,fujerion,sujetion,REPLACED
004_02_0.hocr,propriétes,propriétés,REPLACED
004_02_0.hocr,cunation,clamation,REPLACED
004_02_0.hocr,",",",",REPLACED
004_02_0.hocr,po,por-,REPLACED
004_02_0.hocr,ta,tan-,REPLACED
004_02_0.hocr,ferme,sermen-,REPLACED
004_02_0.hocr,residents,résidents,REPLACED
004_02_0.hocr,dite,qualité,REPLACED
004_02_0.hocr,fera,sera,REPLACED
004_02_0.hocr,fimple,simple,REPLACED
004_02_0.hocr,foumillion,soumission,REPLACED
004_02_0.hocr,Ro,Ro-,REPLACED
004_02_0.hocr,yne,yaume,REPLACED
004_02_0.hocr,fernt,feront,REPLACED
004_02_0.hocr,dirunt,diront,REPLACED
004_02_0.hocr,a'ecriront,n'ecriront,REPLACED
004_02_0.hocr,chofe,chose,REPLACED
004_02_0.hocr,jer-,ser-,REPLACED
004_02_0.hocr,le,les,REPLACED
004_02_0.hocr,fedule,sedule,REPLACED
004_02_0.hocr,Aina,Ainsi,REPLACED
004_02_0.hocr,fue,l'issue,REPLACED
004_02_0.hocr,abfurdités,absurdités,REPLACED
004_02_0.hocr,foumettre,soumettre,REPLACED
004_02_0.hocr,anathématite,anathématisé,REPLACED
004_02_0.hocr,et,et,REPLACED
004_02_0.hocr,configné,consigné,REPLACED
004_02_0.hocr,conftitutio-,constitutio-,REPLACED
004_02_0.hocr,net,nel,REPLACED
004_02_0.hocr,adiité,assisté,REPLACED
004_02_0.hocr,confecration,consécration,REPLACED
004_02_0.hocr,enfuite,ensuite,REPLACED
004_02_0.hocr,seable,semblee,REPLACED
004_02_0.hocr,l'Eglife,l'Eglise,REPLACED
004_02_0.hocr,promulgé,promulgué,REPLACED
004_02_0.hocr,",",",",REPLACED
004_02_0.hocr,fou-,sou-,REPLACED
004_02_0.hocr,renu,tenu,REPLACED
004_02_0.hocr,approuve,approuvé,REPLACED
004_02_0.hocr,et,et,REPLACED
004_02_0.hocr,obci,obéi,REPLACED
004_02_0.hocr,Aina,Ainsi,REPLACED
004_02_0.hocr,faint,saint,REPLACED
004_02_0.hocr,cavoyer,envoyer,REPLACED
004_02_0.hocr,quarcs,quarts,REPLACED
004_02_0.hocr,bioc,bloc,REPLACED
004_02_0.hocr,femble,semble,REPLACED
004_02_0.hocr,abielu.ment,absolument,REPLACED
004_02_0.hocr,abandonnce,abandonnee,REPLACED
004_02_0.hocr,prefque,presque,REPLACED
004_02_0.hocr,i,l',REPLACED
004_02_0.hocr,fembice,semblee,REPLACED
004_02_0.hocr,font,sont,REPLACED
004_02_0.hocr,negoc,negoc-,REPLACED
004_02_0.hocr,penie,pense,REPLACED
004_02_0.hocr,pro,pro-,REPLACED
004_02_0.hocr,pofition,position,REPLACED
004_02_0.hocr,faitoit,faisoit,REPLACED
004_02_0.hocr,puloit,posoit,REPLACED
004_02_0.hocr,offer,offrir,REPLACED
004_02_0.hocr,Aut,Août,REPLACED
004_02_0.hocr,recens,récens,REPLACED
004_02_0.hocr,côte,côté,REPLACED
004_02_0.hocr,Antrichiennes,Autrichiennes,REPLACED
004_02_0.hocr,Pais,Païs,REPLACED
004_02_0.hocr,Pas,Bas,REPLACED
004_02_0.hocr,caules,causes,REPLACED
004_02_0.hocr,de,de,REPLACED
004_02_0.hocr,la,la,REPLACED
004_02_0.hocr,guérie,guerre,REPLACED
004_02_0.hocr,a,avant,REPLACED
004_02_0.hocr,ant,,REPLACED
004_02_0.hocr,Il,.,REPLACED
004_02_0.hocr,,Ils,REPLACED
004_02_0.hocr,foidats,soldats,REPLACED
004_02_0.hocr,Darmtadt,Darmstadt,REPLACED
004_02_0.hocr,font,sont,REPLACED
004_02_0.hocr,enfuite,ensuite,REPLACED
004_02_0.hocr,cames,canes,REPLACED
004_02_0.hocr,dilant,disant,REPLACED
004_02_0.hocr,fouffriroient,souffriroient,REPLACED
004_02_0.hocr,plu,plus,REPLACED
004_02_0.hocr,Ce,Ces,REPLACED
004_02_0.hocr,accordce,accordee,REPLACED
004_02_0.hocr,',n'eussent,REPLACED
004_02_0.hocr,cue,vu,REPLACED
004_02_0.hocr,tive,l'organisat-,REPLACED
004_02_0.hocr,l'organifat,ion,REPLACED
004_02_0.hocr,on,,REPLACED
004_02_0.hocr,Françoife,Françoise,REPLACED
004_02_0.hocr,officiers,les,REPLACED
004_02_0.hocr,dé.iberuient,déliberoient,REPLACED
004_02_0.hocr,inclures,mesures,REPLACED
004_02_0.hocr,foldats,soldats,REPLACED
004_02_0.hocr,ailemb,assemblées,REPLACED
004_02_0.hocr,ces,,REPLACED
004_02_0.hocr,institus,institué,REPLACED
004_02_0.hocr,onfeil,conseil,REPLACED
004_02_0.hocr,de,de,REPLACED
004_02_0.hocr,difcipline,discipline,REPLACED
004_02_0.hocr,,de,REPLACED
004_02_0.hocr,,discipline,REPLACED
004_02_0.hocr,d,de-,REPLACED
004_02_0.hocr,fingul-,singul-,REPLACED
004_02_0.hocr,le,se,REPLACED
004_02_0.hocr,frictement,strictement,REPLACED
004_02_0.hocr,impotes,imposés,REPLACED
004_02_0.hocr,eiprit,esprit,REPLACED
004_02_0.hocr,de,de,REPLACED
004_02_0.hocr,philofophie,philosophie,REPLACED
004_02_0.hocr,",",",",REPLACED
004_02_0.hocr,enfeigné,enseigné,REPLACED
004_02_0.hocr,prétent,présent,REPLACED
004_02_0.hocr,ficcle,siecle,REPLACED
004_02_0.hocr,Butke,Burke,REPLACED
004_02_0.hocr,modefte,modeste,REPLACED
004_02_0.hocr,ement,ment,REPLACED
004_02_0.hocr,poftes,postes,REPLACED
004_02_0.hocr,font,sont,REPLACED
004_02_0.hocr,eftimés,estimés,REPLACED
004_02_0.hocr,font,sont,REPLACED
004_02_0.hocr,Enun,En un,REPLACED
004_02_0.hocr,feuolent,sembloient,REPLACED
004_02_0.hocr,penfent,pensent,REPLACED
004_02_0.hocr,confifte,consiste,REPLACED
004_02_0.hocr,meme,même,REPLACED
004_02_0.hocr,erut,crut,REPLACED
004_02_0.hocr,fervir,servir,REPLACED
004_02_0.hocr,caule,cause,REPLACED
004_02_0.hocr,de,de,REPLACED
004_02_0.hocr,la,la,REPLACED
004_02_0.hocr,def-,dés-,REPLACED
004_02_0.hocr,obéillance,obéissance,REPLACED
004_02_0.hocr,la,le,REPLACED
004_02_0.hocr,réligna,résigna,REPLACED
004_02_0.hocr,f'enrôla,s'enrôla,REPLACED
004_02_0.hocr,limple,simple,REPLACED
004_02_0.hocr,foldat,soldat,REPLACED
004_02_0.hocr,fentinelle,sentinelle,REPLACED
004_02_0.hocr,foit,soit,REPLACED
004_02_0.hocr,fufpicions,suspicions,REPLACED
004_02_0.hocr,die,nie,REPLACED
004_02_0.hocr,feru,scru-,REPLACED
004_02_0.hocr,fubordination,subordination,REPLACED
004_02_0.hocr,Montpenfier,Montpensier,REPLACED
004_02_0.hocr,fimple,simple,REPLACED
004_02_0.hocr,foldat,soldat,REPLACED
004_02_0.hocr,ctoit,etoit,REPLACED
004_02_0.hocr,eftimé,estimé,REPLACED
004_02_0.hocr,réa-,rési-,REPLACED
004_02_0.hocr,Riponje,Réponse,REPLACED
004_02_0.hocr,Varfovie,Varsovie,REPLACED
004_02_0.hocr,feparation,separation,REPLACED
004_02_0.hocr,tentimens,sentimens,REPLACED
004_02_0.hocr,auffi,aussi,REPLACED
004_02_0.hocr,dernier.J'ai,dernier.—J'ai,REPLACED
004_02_0.hocr,inftruit,instruit,REPLACED
004_02_0.hocr,auffi,aussi,REPLACED
004_02_0.hocr,prife,prise,REPLACED
004_02_0.hocr,France,France.,REPLACED
004_02_0.hocr,.,,REPLACED
004_02_0.hocr,motifs,mêmes,REPLACED
004_02_0.hocr,mains,hu-,REPLACED
004_02_0.hocr,pa.s,pays,REPLACED
004_02_0.hocr,habites,"habites,",REPLACED
004_02_0.hocr,",",,REPLACED
004_02_0.hocr,Pologne,Pologne.,REPLACED
004_02_0.hocr,.,,REPLACED
004_02_0.hocr,fuccè,succès,REPLACED
004_02_0.hocr,",",,REPLACED
004_02_0.hocr,fatisfait,satisfait,REPLACED
004_02_0.hocr,davantage,"davantage,",REPLACED
004_02_0.hocr,",",,REPLACED
004_02_0.hocr,s'elt,s'est,REPLACED
004_02_0.hocr,cunci,conci-,REPLACED
004_02_0.hocr,Hié,lié,REPLACED
004_02_0.hocr,,depuis,REPLACED
004_02_0.hocr,,long-tems,REPLACED
004_02_0.hocr,,mon,REPLACED
004_02_0.hocr,,estime,REPLACED
004_02_0.hocr,,particuliere.,REPLACED
004_02_0.hocr,eit,estime,REPLACED
004_02_0.hocr,Agrées,Agrees,REPLACED
004_02_0.hocr,à,a,REPLACED
004_02_0.hocr,remerci.nens,remerciemens,REPLACED
004_02_0.hocr,ses,les,REPLACED
004_02_0.hocr,finceres,sinceres,REPLACED
004_02_0.hocr,voules,voulez,REPLACED
004_02_0.hocr,l'évenement,l'evenement,REPLACED
004_02_0.hocr,à,a,REPLACED
004_02_0.hocr,exiftence,existence,REPLACED
004_02_0.hocr,affurée,assuree,REPLACED
004_02_0.hocr,heureufe,heureuse,REPLACED
004_02_0.hocr,à,a,REPLACED
004_02_0.hocr,11,Il,REPLACED
004_02_0.hocr,dous,doux,REPLACED
004_02_0.hocr,Monheur,Monsieur,REPLACED
004_02_0.hocr,",",",",REPLACED
004_02_0.hocr,de,de,REPLACED
004_02_0.hocr,la,la,REPLACED
004_02_0.hocr,conftance,constance,REPLACED
004_02_0.hocr,fentimens,sentimens,REPLACED
004_02_0.hocr,ves,vous,REPLACED
004_02_0.hocr,dans,ai,REPLACED
004_02_0.hocr,le,voues,REPLACED
004_02_0.hocr,AUCUSTE,AUGUSTE,REPLACED
004_02_0.hocr,aizes,assises,REPLACED
004_02_0.hocr,personne,personnes,REPLACED
004_02_0.hocr,difpofition,disposition,REPLACED
004_02_0.hocr,qni,qui,REPLACED
004_02_0.hocr,ablous,absous,REPLACED
004_02_0.hocr,conrre,contre,REPLACED
004_02_0.hocr,is,les,REPLACED
004_02_0.hocr,conformiftes,conformistes,REPLACED
004_02_0.hocr,fait,soit,REPLACED
004_02_0.hocr,Nuus,Nous,REPLACED
004_02_0.hocr,oions,osons,REPLACED
004_02_0.hocr,nouflatter,nous flatter,REPLACED
004_02_0.hocr,trifte,triste,REPLACED
004_02_0.hocr,ds,des,REPLACED
004_02_0.hocr,l'animolité,l'animosité,REPLACED
004_02_0.hocr,pas,pas-,REPLACED
004_02_0.hocr,ons,sions,REPLACED
004_02_0.hocr,foit,soit,REPLACED
004_02_0.hocr,fufceptib.e,susceptible,REPLACED
004_02_0.hocr,cunndération,considération,REPLACED
004_02_0.hocr,',,REPLACED
004_02_0.hocr,fericufe,sérieuse,REPLACED
004_02_0.hocr,propoier,proposer,REPLACED
004_02_0.hocr,on,un,REPLACED
004_02_0.hocr,dat.nétions,distinctions,REPLACED
004_02_0.hocr,.,.,REPLACED
004_02_0.hocr,,.,REPLACED
